Accessory_ID,Car Brand,Car Model,Accessory Name,Accessory Price,Accessory Description,Compatible Cars,Top 5 Reviews,Brand_Normalized,Sentiment_VADER,Sentiment_Polarity,Sentiment_Subjectivity,Sentiment_Score,Sentiment_Label,Sentiment_Strength,Key_Phrases,Category,Aspect_Quality_Score,Aspect_Quality_Mentions,Aspect_Durability_Score,Aspect_Durability_Mentions,Aspect_Installation_Score,Aspect_Installation_Mentions,Aspect_Design_Score,Aspect_Design_Mentions,Aspect_Compatibility_Score,Aspect_Compatibility_Mentions,Aspect_Value_Score,Aspect_Value_Mentions,Aspect_Comfort_Score,Aspect_Comfort_Mentions,Aspect_Performance_Score,Aspect_Performance_Mentions,Dominant_Emotion,Emotion_Happy_Score,Emotion_Satisfied_Score,Emotion_Disappointed_Score,Emotion_Angry_Score,Emotion_Neutral_Score,Key_Strengths,Key_Weaknesses,Recommendation_Explanation,Overall_Quality_Score,Accessory_Name_Normalized,Car_Brand_Normalized,Car_Model_Normalized,Compatible_Cars_Normalized
928,Skoda,Slavia,Kidoca Carbon Fibre 4pcs Car Door Sill Edge Guard,289.0,"carbon fibre anti-scratch door sill guard for front/rear doors, protects paint, easy install, waterproof, sport decorative, adhesive.","slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura","Very Good Product|Not up to the mark, weak glue strength.|good|Carbon fibre Door footline Protector: Good|Quality less",skoda,0.0754,0.1227777777777777,0.4905555555555556,0.0943511111111111,positive,Weak,"['good', 'quality']",Protection,0.0754,1,0.0,0,0.0,0,0.0,0,0.0754,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Protection accessory | ✅ Customer satisfaction high,0.0603604444444444,kidoca carbon fibre 4pcs car door sill edge guard,skoda,slavia,"slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura"
929,Honda,Amaze,Kidoca Carbon Fibre Car Door Sill Edge Anti-scratch Guard Protector,289.0,"premium carbon fibre, waterproof, easy installation, 4pcs door sill protector.","honda amaze, jazz, wr-v, cr-v, br-v, city, civic, brio, accord, mobilio, elevate","akash ahuja - 5 stars - Very Good Product | GOPINATH - 1 star - Not up to the mark, weak glue strength. | subhash vishwas - 5 stars - good | Ajay N. - 4 stars - Carbon fibre Door footline Protector: Good | RAVI UPPAR - 3 stars - Quality less",honda,0.8516,0.3536666666666666,0.5343333333333334,0.6524266666666666,positive,Strong,"['good', 'quality']",Protection,0.7003,1,0.0,0,0.0,0,0.0,0,0.7003,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.65 sentiment) | 🏆 Praised for high quality | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.4710606666666666,kidoca carbon fibre car door sill edge anti-scratch guard protector,honda,amaze,"honda amaze, jazz, wr-v, cr-v, br-v, city, civic, brio, accord, mobilio, elevate"
930,Skoda,Superb,Kidoca Carbon Fibre Car Door Sill Edge Protector,289.0,"carbon fiber, anti-scratch guard, universal-fit for doors, waterproof, easy install, 4pcs.","slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura","Very Good Product|Not up to the mark, weak glue strength|good|Carbon fibre Door footline Protector: Good|Quality less",skoda,0.0754,0.1227777777777777,0.4905555555555556,0.0943511111111111,positive,Weak,"['good', 'quality']",Protection,0.0754,1,0.0,0,0.0,0,0.0,0,0.0754,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Protection accessory | ✅ Customer satisfaction high,0.0603604444444444,kidoca carbon fibre car door sill edge protector,skoda,superb,"slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura"
931,Honda,City,Kidoca Carbon Fibre Door Sill Guard,289.0,"premium carbon fibre anti-scratch guard, waterproof, easy install.","amaze, jazz, wr-v, cr-v, br-v, city, civic, brio, accord, mobilio, elevate","akash ahuja - 5 stars - Very Good Product | GOPINATH - 1 star - Not up to the mark, weak glue strength. | subhash vishwas - 5 stars - good | Ajay N. - 4 stars - Carbon fibre Door footline Protector Good | RAVI UPPAR - 3 stars - Quality less",honda,0.8516,0.3536666666666666,0.5343333333333334,0.6524266666666666,positive,Strong,"['good', 'quality']",Protection,0.7003,1,0.0,0,0.0,0,0.0,0,0.7003,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.65 sentiment) | 🏆 Praised for high quality | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.4710606666666666,kidoca carbon fibre door sill guard,honda,city,"amaze, jazz, wr-v, cr-v, br-v, city, civic, brio, accord, mobilio, elevate"
932,Tata,Tigor,Kidoca Carbon Fibre Door Sill Guard Protector,289.0,"4pcs car door carbon fiber sill edge anti-scratch guard, vehicle specific fit, matt finish, adhesive backing",tata tiago | tigor | altroz | punch | nexon | harrier | safari | manza | zest,"akash ahuja:Very Good Product|GOPINATH:Not up to the mark , weak glue strength|subhash vishwas:good|Ajay N.:Carbon fibre Door footline Protector: Good|RAVI UPPAR:Quality less",tata,0.0,0.0527777777777777,0.4305555555555556,0.0211111111111111,neutral,Neutral,"['good', 'quality']",Protection,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Protection accessory | ✅ Customer satisfaction high,0.0084444444444444,kidoca carbon fibre door sill guard protector,tata,tigor,tata tiago | tigor | altroz | punch | nexon | harrier | safari | manza | zest
933,Skoda,Kushaq,Kidoca Carbon Fibre Door Sill Protector,289.0,"anti-scratch protector, carbon fibre door sill","slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura","Very Good Product|Not up to the mark , weak glue strength|good|Carbon fibre Door footline Protector: Good|Quality less",skoda,0.0754,0.1227777777777777,0.4905555555555556,0.0943511111111111,positive,Weak,"['good', 'quality']",Protection,0.0754,1,0.0,0,0.0,0,0.0,0,0.0754,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Protection accessory | ✅ Customer satisfaction high,0.0603604444444444,kidoca carbon fibre door sill protector,skoda,kushaq,"slavia, kushaq, kodiaq, superb, rapid, octavia, fabia, laura"
934,Kia,Seltos,Kidoca Door Sill Guards,289.0,"carbon fiber anti-scratch guards, vehicle specific fit for kia seltos, set of 4. provides protection and durability for door entry area.","kia seltos, sonet, carens, carnival, ev6","Very Good Product|Not up to the mark, weak glue strength|good|Carbon fibre Door footline Protector: Good|Quality less",kia,0.0754,0.1227777777777777,0.4905555555555556,0.0943511111111111,positive,Weak,"['good', 'quality']",Protection,0.0754,1,0.0,0,0.0,0,0.0,0,0.0754,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,,,📁 Protection accessory | ✅ Customer satisfaction high,0.0603604444444444,kidoca door sill guards,kia,seltos,"kia seltos, sonet, carens, carnival, ev6"
935,Kia,Carens,Kidoca® Car Door Carbon Fiber Sill Guard,289.0,"4pcs carbon fiber anti-scratch threshold protector; waterproof, easy installation (fits carens, seltos, sonet, carnival, ev6).","kia carens, seltos, sonet, carnival, ev6","Very Good Product | Weak glue strength | Good (weatherproof/durable) | Good for Honda Jazz | Good fit, easy to apply",kia,0.9485,0.4954761904761904,0.6340476190476191,0.7672904761904761,positive,Very Strong,['good'],Protection,0.0,0,0.9485,1,0.9485,2,0.0,0,0.9485,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,durable,,⭐ Highly rated with 0.77 sentiment score | ⚒️ Known for durability | 🔧 Easy to install | 📁 Protection accessory | ✅ Customer satisfaction high | ✨ Durable,0.4966161904761904,kidoca® car door carbon fiber sill guard,kia,carens,"kia carens, seltos, sonet, carnival, ev6"
936,Tesla,Model Y,Kikimo Tesla Model Y Cargo Mat,11516.81,"cargo liners, all weather trunk mat, waterproof rear cargo mat, custom fit, heavy duty floor mats, tpe material, 3d laser scanned, pet-friendly, easy to clean.",tesla model y (2020-2025),Donâ€™t buy these | Perfect fit | Great Value | Muy bueno calidad precio | Durable,tesla,0.9136,0.7333333333333334,0.7166666666666667,0.8414933333333334,positive,Very Strong,"['great', 'perfect']",Storage,0.0,0,0.9136,1,0.9136,1,0.0,0,0.9136,2,0.9136,1,0.0,0,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,"great value, perfect fit, durable",,⭐ Highly rated with 0.84 sentiment score | ⚒️ Known for durability | 🔧 Easy to install | 📁 Storage accessory | 😊 Customers are very happy | ✨ Great Value | ✨ Perfect Fit,0.6106773333333334,kikimo tesla model y cargo mat,tesla,model y,tesla model y (2020-2025)
937,Toyota,Rumion,Kingsway 4.5d Floor Mats,2199.0,"premium 4.5d tray shape pvc mats, set of 4, waterproof, vehicle specific for rumion",toyota rumion (2023 onwards),Atul J G:5.0:Perfect fit for my Honda City|Pushpendra Singh:4.0:Value for money|R K Raychura:5.0:Great quality and perfect fit|Ankit P.:3.0:Good product|Ravindranath C.:4.0:Good deal,toyota,0.7351,0.7,0.7,0.7210599999999999,positive,Strong,"['great', 'good', 'perfect', 'quality']",Interior,0.7351,1,0.0,0,0.7351,1,0.0,0,0.7351,2,0.7351,4,0.0,0,0.0,0,happy,0.6,0.4,0.0,0.0,0.0,"high quality, great value, perfect fit",,⭐ Highly rated with 0.72 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.5824639999999999,kingsway 4.5d floor mats,toyota,rumion,toyota rumion (2023 onwards)
938,Tata,Harrier,Kingsway 4.5d Waterproof Car Floor Mats (set Of 3),1699.0,"premium 4.5d tray shape pvc car foot mats, waterproof and washable, edge-to-edge fit, easy to clean, set covers front and rear foot areas, fits tata harrier 2019–2023.",tata harrier (2019-2023),"Perfect fit for Honda City | Value for money | Great quality and perfect fit | Very Good, Perfect For Tata TiagoEV. | Good quality but fit not perfect",tata,0.9222,0.611,0.733,0.79772,positive,Very Strong,"['great', 'good', 'perfect', 'quality']",Interior,0.9222,1,0.0,0,0.9222,1,0.0,0,0.9222,2,0.9778,3,0.0,0,0.0,0,happy,0.7143,0.2857,0.0,0.0,0.0,"high quality, great value, perfect fit",,⭐ Highly rated with 0.80 sentiment score | 💰 Great value for money | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.693528,kingsway 4.5d waterproof car floor mats (set of 3),tata,harrier,tata harrier (2019-2023)
939,Hyundai,Ioniq 5,Kingsway 5g Pvc Rubber Car Mat,949.0,"universal size car floor foot mats, complete set of 5 pieces, 100% waterproof and washable, tray shape design, ultimate protection against water, dust, and dirt, premium quality pvc rubber construction",hyundai ioniq 5 (year 2023 onwards) - universal size,Best value for money; Value for money rubber car mats; Good Quality Bucket-Style Mat with Easy Custom Fit; Color fadede in some part of one item; How was the item,hyundai,0.946,0.6333333333333333,0.5333333333333333,0.8209333333333333,positive,Very Strong,"['good', 'best', 'quality']",Interior,0.946,1,0.0,0,0.946,1,0.946,2,0.946,3,0.946,3,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.82 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.7067733333333334,kingsway 5g pvc rubber car mat,hyundai,ioniq 5,hyundai ioniq 5 (year 2023 onwards) - universal size
941,Toyota,Rumion,Kingsway 7d Floor Mats,5123.0,"premium 7d floor mats, classic black, waterproof, washable, set of 4, custom fit for toyota rumion",toyota rumion (2023 onwards),SARITH KUMAR:5.0:Good Quality Product (TATA SAFARI)|DEEPJYOTI N.:5.0:Very much satisfied with the product.|MS:4.0:Good mat with perfect fit|Manjunath:5.0:Good Product and fitment|Kaustav Mandal:5.0:Worth the money,toyota,0.7579,0.75,1.0,0.75474,positive,Very Strong,"['good', 'perfect', 'quality']",Interior,0.7579,1,0.0,0,0.7579,1,0.0,0,0.7579,2,0.7579,2,0.0,0,0.0,0,satisfied,0.4,0.6,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.75 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Great Value | ✨ Perfect Fit,0.605056,kingsway 7d floor mats,toyota,rumion,toyota rumion (2023 onwards)
942,Hyundai,Grand I10 Nios,Kingsway Accessories 4.5d Car Floor Mats Set Of 3,1409.0,"waterproof tray shape pvc foot mats, edge to edge fit, textured surface, 3 piece set.","hyundai grand i10 nios (2023 onwards), all models",Perfect fit; Value for money; Great quality and perfect fit; Good deal; Good quality but fit not perfect,hyundai,0.8911,0.5444444444444445,0.6833333333333333,0.7524377777777779,positive,Very Strong,"['great', 'good', 'perfect', 'quality']",Interior,0.8911,1,0.0,0,0.8911,1,0.0,0,0.8911,2,0.8911,4,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,"high quality, great value, perfect fit",,⭐ Highly rated with 0.75 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Interior accessory | 😊 Customers are very happy | ✨ High Quality | ✨ Great Value,0.6574151111111113,kingsway accessories 4.5d car floor mats set of 3,hyundai,grand i10 nios,"hyundai grand i10 nios (2023 onwards), all models"
943,Honda,Elevate,Kingsway Accessories Car Side Window Sun Shade Half Cut Magnetic,1199.0,"half cut in front window, car curtains, pack of 4 pcs, made of heat-resistant cotton mesh fabric, uv protection, easy installation",honda elevate year 2023 onwards all model,"Aditya Vikram Singh - 5 stars - Must have for your cars in summer days. Fits my Honda elevate perfectly, worth the price. 👍 | pratyush c. - 4 stars - Nice | Vikas - 5 stars - Must have for long drives | Sankalp Verma - 1 star - Everything is good, but the partial covers cause disturbance during drive | Darshan R - 3 stars - Product fit is not proper",honda,0.6956,0.2642857142857142,0.4142857142857142,0.5230742857142857,positive,Strong,"['good', 'perfect', 'nice']",Exterior,0.0,0,0.0,0,0.6956,1,0.0,0,0.6956,3,0.7269,2,0.0,0,0.0,0,satisfied,0.3333,0.6667,0.0,0.0,0.0,great value,,✅ Positively reviewed (0.52 sentiment) | 💰 Great value for money | 🔧 Easy to install | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Great Value,0.2819197142857143,kingsway accessories car side window sun shade half cut magnetic,honda,elevate,honda elevate year 2023 onwards all model
944,Tata,Altroz,Kingsway Accessories Car Side Window Sun Shade Zipper Magnetic,1219.0,"only compatible with tata altroz year 2020 onwards, only zipper in front window, car curtains, pack of 4",tata altroz (2020 onwards),"Keeps my car cool & comfortable!|Recommended purchase.|Excellent choice.|Illegal in India, Punjab.|Perfect sunshades for my car.",tata,0.3802,0.35,0.65,0.36812,positive,Moderate,"['excellent', 'perfect', 'recommended']",Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.3802,1,0.0,0,0.3802,2,0.0,0,happy,1.0,0.0,0.0,0.0,0.0,overall positive,,📁 Exterior accessory | 😊 Customers are very happy | ✨ Overall Positive,0.147248,kingsway accessories car side window sun shade zipper magnetic,tata,altroz,tata altroz (2020 onwards)
945,Maruti Suzuki,S-presso,Kingsway Accessories Car Side Window Sun Shade Zipper Magnetic Compatible With Maruti Suzuki S Presso,1219.0,"magnetic sunshades with zipper, protects from sun during day, transparent for night vision, custom fit for perfect compatibility, comes in pack of 4 pieces",maruti suzuki s presso year 2019 to 2024 all models,"SANJOG DUBEY - 5 stars - Keeps My Car Cool & Comfortable! ... | Amazon Customer - 4 stars - Recommended purchase. ... | Aditya Murari - 5 stars - Excellent choice. ... | ExaltFibs - 1 star - While these are good, unfortunately illegal in India ... | Kcs - 3 stars - Sun shade. Product is good but I am not sure how cops will react.",maruti suzuki,0.5645,0.3571428571428571,0.71984126984127,0.4815571428571429,positive,Moderate,"['excellent', 'good', 'recommended']",Exterior,0.0,0,0.0,0,0.0,0,0.0,0,0.7088,1,0.0,0,0.7088,2,0.0,0,satisfied,0.3333,0.6667,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.48 sentiment) | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.1926228571428571,kingsway accessories car side window sun shade zipper magnetic compatible with maruti suzuki s presso,maruti suzuki,s-presso,maruti suzuki s presso year 2019 to 2024 all models
946,Maruti Suzuki,Swift (2011-2017),Kingsway Accessories Car Sun Shade,449.0,"z-black, non-magnetic, half-cut, pack of 4, side window sun shades, breathable cotton mesh, heat/uv protection, fix-type install.",swift (2011-2017),Good Product | Accha nhi ha ya quality | Poor magnet and not proper cover for windows | Good | Fit well,maruti suzuki,0.8271,0.2799999999999999,0.4600000000000001,0.6082599999999999,positive,Strong,"['good', 'quality', 'poor']",Exterior,0.8271,1,0.0,0,0.8271,1,0.0,0,0.8271,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,✅ Positively reviewed (0.61 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.4914339999999999,kingsway accessories car sun shade,maruti suzuki,swift (2011-2017),swift (2011-2017)
947,Toyota,Innova Hycross,Kingsway Accessories Car Sun Shade Rear Windshield Non Magnetic Fix Type Curtain,414.0,"premium windshield sunshade designed to protect your vehicle steering and interior from sun, blocks heat and uv, breathable cotton mesh material.",toyota innova hycross (2023 onwards),Keeps My Car Cool & Comfortable!|Nice product|Not fit|Unfit and Wrongly Description Item|Keeps car protected from sun rays,toyota,0.6696,-0.075,0.775,0.3717599999999999,positive,Moderate,['nice'],Interior,0.0,0,0.0,0,0.6696,1,0.0,0,0.6696,2,0.0,0,0.6696,2,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,🔧 Easy to install | 📁 Interior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.1487039999999999,kingsway accessories car sun shade rear windshield non magnetic fix type curtain,toyota,innova hycross,toyota innova hycross (2023 onwards)
948,Honda,Amaze,Kingsway Accessories Car Sun Shade Z-black,449.0,"pack of 4 half cut non magnetic sun shade curtains, black cotton mesh for sun protection, uv rays protection, fits honda amaze 2018-2020",honda amaze (2018-2020),"Amazon Customer - 5 stars - Extremely good! Perfect fit for my honda amaze | Sandeep K. Singh - 5 stars - Excellent product compatibility, quality is also good | Varun Kurichh - 5 stars - Amazing sunshade, fantastic quality | ajay - 4 stars - Good product value for money | Anil dubey - 5 stars - Best Product, protects from UV rays upto 80%",honda,0.9907,0.7416666666666667,0.7,0.8910866666666666,positive,Very Strong,"['excellent', 'good', 'best', 'amazing', 'perfect']",Storage,0.9877,1,0.0,0,0.9877,1,0.0,0,0.9877,3,0.9877,3,0.0,0,0.0,0,happy,0.5714,0.4286,0.0,0.0,0.0,"great value, perfect fit",,⭐ Highly rated with 0.89 sentiment score | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Storage accessory | 😊 Customers are very happy | ✨ Great Value | ✨ Perfect Fit,0.7515146666666668,kingsway accessories car sun shade z-black,honda,amaze,honda amaze (2018-2020)
949,Maruti Suzuki,Baleno (2022 Onwards),Kingsway Accessories Car Sun Shade Z-black Curtains,449.0,"enhanced sun protection, fix-type, z-black design, customized fit for cars, easy installation.",maruti suzuki baleno (2022 onwards),k v n s krishna - 5.0 - Good quality shades | Ajay Singh - 5.0 - Good quality | Praveenkumar G - 4.0 - Fitting to New Baleno 2022 onwards | Shivam k. - 1.0 - Poor quality | VANSH GUPTA - 5.0 - Value for money,maruti suzuki,0.6249,0.3272727272727272,0.550909090909091,0.5058490909090909,positive,Strong,"['good', 'quality', 'poor']",Other,0.6249,1,0.0,0,0.6249,2,0.0,0,0.6249,2,0.6249,3,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,great value,,✅ Positively reviewed (0.51 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Other accessory | ✅ Customer satisfaction high | ✨ Great Value,0.4522996363636364,kingsway accessories car sun shade z-black curtains,maruti suzuki,baleno (2022 onwards),maruti suzuki baleno (2022 onwards)
950,Maruti Suzuki,Jimny,Kingsway Accessories Car Sun Shade Z-black Non Magnetic Curtains,569.0,"enhanced sun protection, fix-type stability, sleek z-black design, customized fit for cars, easy installation & use. for 2023 onwards maruti suzuki jimny.",maruti suzuki jimny 2023 onwards,"A Must-Have for Every Car | Great Sun Shades! | Good Product, But Needs Better Fitment | Great Product!! | Best in budget and also best in quality",maruti suzuki,0.9826,0.8666666666666667,0.5333333333333333,0.9362266666666668,positive,Very Strong,"['great', 'good', 'best', 'quality']",Storage,0.8555,1,0.0,0,0.9191,1,0.0,0,0.9421,2,0.8555,1,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.94 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Storage accessory | 😊 Customers are very happy | ✨ Overall Positive,0.7166906666666668,kingsway accessories car sun shade z-black non magnetic curtains,maruti suzuki,jimny,maruti suzuki jimny 2023 onwards
951,Tata,Safari (2023 Onwards),Kingsway Accessories Car Sun Shade Z-black Non Magnetic Curtains (pack Of 6),569.0,"enhanced sun protection, fix-type fit, z-black design, customized for tata safari, easy installation.",tata safari (2023 onwards),"Gr8 product and fits well in New Safari|Worth a buy foe Summer n privacy|Best quality|Does not fit properly|Sim, fit, sleek, best",tata,0.5967,0.3340909090909091,0.3886363636363636,0.4916563636363636,positive,Moderate,"['best', 'quality']",Storage,0.5967,1,0.0,0,0.5967,1,0.5967,1,0.5967,2,0.5967,1,0.0,0,0.0,0,neutral,0.0,0.0,0.0,0.0,0.0,"high quality, great value",,✅ Positively reviewed (0.49 sentiment) | 🏆 Praised for high quality | 🔧 Easy to install | 📁 Storage accessory | ✨ High Quality | ✨ Great Value,0.4353425454545454,kingsway accessories car sun shade z-black non magnetic curtains (pack of 6),tata,safari (2023 onwards),tata safari (2023 onwards)
952,Toyota,Glanza,Kingsway Accessories Car Sun Shade Z-black Non Magnetic Fix Type Curtains,449.0,"pack of 4, non-magnetic, fix type, half cut in front window, enhanced sun protection, breathable mesh, easy to install.",toyota glanza (2022 onwards),"A Must-Have for Every Car | Great Sun Shades! | Good Product, But Needs Better Fitment | Great Product !! | Best in budget and also best in quality",toyota,0.9826,0.8666666666666667,0.5333333333333333,0.9362266666666668,positive,Very Strong,"['great', 'good', 'best', 'quality']",Exterior,0.8555,1,0.0,0,0.9143,1,0.0,0,0.9391,2,0.8555,1,0.0,0,0.0,0,happy,0.6667,0.3333,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.94 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Exterior accessory | 😊 Customers are very happy | ✨ Overall Positive,0.7166906666666668,kingsway accessories car sun shade z-black non magnetic fix type curtains,toyota,glanza,toyota glanza (2022 onwards)
953,Mahindra,Thar,Kingsway Accessories Car Sun Shade Z-black Non Magnetic Fix Type Curtains For Mahindra Thar,449.0,"only compatible with mahindra thar year 2020 onwards all model, only half cut in front window, car curtains, pack of 4 pcs, build from breathable cotton mesh material, sun heat and uv rays protection, super privacy car sun shade",mahindra thar 2020 onwards,"A Must-Have for Every Car. I recently purchased sun shades for my 2024 Tata Tiago, and I'm genuinely impressed with their quality. The fit is flawless.|Great Sun Shades! I recently purchased these sun shades for my Hyundai Exter, and I'm extremely happy with the quality.|Good Product, But Needs Better Fitment. Great product! It fits my Xcent VTVT model well. However, I noticed some fitting issues.|Great Product !! The sun shade fits perfectly on my car windshield and keeps the interior much cooler. Very easy to fit.|Best in budget and also best in quality. Quality and finishing of the product was awesome.",mahindra,0.9924,0.6418910256410256,0.6269230769230769,0.8521964102564102,positive,Very Strong,"['great', 'good', 'best', 'perfect', 'quality']",Interior,0.9779,2,0.0,0,0.9821,2,0.6249,1,0.9821,5,0.8122,1,0.0,0,0.0,0,happy,0.875,0.125,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.85 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Interior accessory | 😊 Customers are very happy | ✨ Perfect Fit,0.7154685641025642,kingsway accessories car sun shade z-black non magnetic fix type curtains for mahindra thar,mahindra,thar,mahindra thar 2020 onwards
954,Mahindra,Xev 9e,Kingsway Accessories Chrome Lining Door Visor,1219.0,"premium chromeline unbreakable car rain guard side rear wind deflectors, set of 4 pcs. durable polycarbonate, chrome lining, easy installation, custom fit.",mahindra xev 9e (2025 onwards),Sourabh kumar: Good product for my car|Anoop: Good product|Chytanya Phani: Enhances your car appearance|abhinandan: Good product|Sahzad khan: Go for it,mahindra,0.8271,0.6999999999999998,0.6000000000000001,0.77626,positive,Very Strong,['good'],Exterior,0.0,0,0.0,0,0.0,0,0.8271,1,0.8271,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.78 sentiment score | 🧩 Attractive design | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.310504,kingsway accessories chrome lining door visor,mahindra,xev 9e,mahindra xev 9e (2025 onwards)
963,Hyundai,Alcazar,"Kingsway Accessories Chrome Lining Door Visor Only Compatible With Hyundai Alcazar Year 2021 To 2024 All Model, Premium Chromeline Unbreakable Car Rain Guard Side Rear Wind Deflectors, Set Of 4 Pcs",980.0,"superior rain protection: provide unparalleled rain guard capabilities, keeping your cars interior dry and comfortable during rainy drives. sleek chrome lining: enhance your cars aesthetics with stylish chrome lining. durable polycarbonate build: crafted from high-quality polycarbonate material, built to last. complete set: package includes 4 wind deflectors.",hyundai alcazar (2021 - 2024),Sourabh kumar - Good product for my car. Perfect fitting for my Mahindra XUV 3Xo car; Anoop - Good product. Great build quality feels solid; Chytanya Phani - Enhances your car appearance. Product is good; abhinandan - Good product. Rain visors came in good package; Sahzad khan - Go for it. Love it fits very well,hyundai,0.9826,0.5909090909090909,0.5681818181818181,0.8259236363636364,positive,Very Strong,"['great', 'good', 'perfect', 'quality', 'love']",Exterior,0.6908,3,0.0,0,0.9216,2,0.6908,1,0.9674,5,0.0,0,0.0,0,0.0,0,satisfied,0.375,0.625,0.0,0.0,0.0,perfect fit,,⭐ Highly rated with 0.83 sentiment score | 🔧 Easy to install | 🏆 Praised for high quality | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Perfect Fit,0.5376094545454546,"kingsway accessories chrome lining door visor only compatible with hyundai alcazar year 2021 to 2024 all model, premium chromeline unbreakable car rain guard side rear wind deflectors, set of 4 pcs",hyundai,alcazar,hyundai alcazar (2021 - 2024)
964,Volkswagen,Taigun,Kingsway Accessories Chrome Lining Door Visor Only Compatible With Volkswagen Taigun Year 2021 Onwards All Model,1259.0,"premium chromeline unbreakable car rain guard side rear wind deflectors, set of 4 pcs. superior rain protection, sleek chrome lining, durable polycarbonate build, complete set, easy installation.",volkswagen taigun (2021 onwards),Good product for my car | Good product | Enhances your car appearance | Good product | Go for it,volkswagen,0.8271,0.6999999999999998,0.6000000000000001,0.77626,positive,Very Strong,['good'],Exterior,0.0,0,0.0,0,0.0,0,0.8271,1,0.8271,1,0.0,0,0.0,0,0.0,0,satisfied,0.0,1.0,0.0,0.0,0.0,overall positive,,⭐ Highly rated with 0.78 sentiment score | 🧩 Attractive design | 📁 Exterior accessory | ✅ Customer satisfaction high | ✨ Overall Positive,0.310504,kingsway accessories chrome lining door visor only compatible with volkswagen taigun year 2021 onwards all model,volkswagen,taigun,volkswagen taigun (2021 onwards)
